,name,gene_reaction_rule,subunit_num,subunit_mw
ANHGMtex_reverse_num3,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ANHGMtex_reverse_num4,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
UDPKAAT_reverse,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,b2253,1,42.23704590000007
FALDtex_reverse_num1,Formaldehyde transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
FALDtex_reverse_num2,Formaldehyde transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
FALDtex_reverse_num3,Formaldehyde transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
FALDtex_reverse_num4,Formaldehyde transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MLTP1_reverse,Maltodextrin phosphorylase (maltopentaose),b3417,2,90.5212686000005
CYSDtex_reverse_num1,D-cysteine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CYSDtex_reverse_num2,D-cysteine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CYSDtex_reverse_num3,D-cysteine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CYSDtex_reverse_num4,D-cysteine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
G3PItex_reverse_num1,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
G3PItex_reverse_num2,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
G3PItex_reverse_num3,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
G3PItex_reverse_num4,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
G3PGtex_reverse_num1,Glycerophoglycerol transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
G3PGtex_reverse_num2,Glycerophoglycerol transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
G3PGtex_reverse_num3,Glycerophoglycerol transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
G3PGtex_reverse_num4,Glycerophoglycerol transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
G3PEtex_reverse_num1,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
G3PEtex_reverse_num2,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
G3PEtex_reverse_num3,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
G3PEtex_reverse_num4,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),b0241,3 ,38.92151909999999
G3PCtex_reverse_num1,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
G3PCtex_reverse_num2,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
G3PCtex_reverse_num3,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
G3PCtex_reverse_num4,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DAMPtex_reverse_num1,DAMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DAMPtex_reverse_num2,DAMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DAMPtex_reverse_num3,DAMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DAMPtex_reverse_num4,DAMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DCMPtex_reverse_num1,DCMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DCMPtex_reverse_num2,DCMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DCMPtex_reverse_num3,DCMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DCMPtex_reverse_num4,DCMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DGMPtex_reverse_num1,DGMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DGMPtex_reverse_num2,DGMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DGMPtex_reverse_num3,DGMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DGMPtex_reverse_num4,DGMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DTMPtex_reverse_num1,DTMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DTMPtex_reverse_num2,DTMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DTMPtex_reverse_num3,DTMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DTMPtex_reverse_num4,DTMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GMPtex_reverse_num1,GMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GMPtex_reverse_num2,GMP transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
GMPtex_reverse_num3,GMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GMPtex_reverse_num4,GMP transport via diffusion (extracellular to periplasm),b1377,1 ,41.219343300000034
IMPtex_reverse_num1,IMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
IMPtex_reverse_num2,IMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
IMPtex_reverse_num3,IMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
IMPtex_reverse_num4,IMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
UMPtex_reverse_num1,UMP transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
UMPtex_reverse_num2,UMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
UMPtex_reverse_num3,UMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
UMPtex_reverse_num4,UMP transport via diffusion (extracellular to periplasm),b0241,3 ,38.92151909999999
G1Ptex_reverse_num1,D-glucose 1-phosphate transport via diffusion,b1377,1,41.219343300000034
G1Ptex_reverse_num2,D-glucose 1-phosphate transport via diffusion,b0241,3,38.92151909999999
G1Ptex_reverse_num3,D-glucose 1-phosphate transport via diffusion,b0929,3,39.3327982
G1Ptex_reverse_num4,D-glucose 1-phosphate transport via diffusion,b2215,3 ,40.36758979999997
SKMtex_reverse_num1,Shikimate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
SKMtex_reverse_num2,Shikimate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
SKMtex_reverse_num3,Shikimate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
SKMtex_reverse_num4,Shikimate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MNtex_reverse_num1,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MNtex_reverse_num2,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MNtex_reverse_num3,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MNtex_reverse_num4,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GAL1Ptex_reverse_num1,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GAL1Ptex_reverse_num2,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GAL1Ptex_reverse_num3,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GAL1Ptex_reverse_num4,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
O2Stex_reverse_num1,Superoxide anion transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
O2Stex_reverse_num2,Superoxide anion transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
O2Stex_reverse_num3,Superoxide anion transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
O2Stex_reverse_num4,Superoxide anion transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
HOMtex_reverse_num1,L-homoserine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
HOMtex_reverse_num2,L-homoserine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
HOMtex_reverse_num3,L-homoserine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
HOMtex_reverse_num4,L-homoserine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
SO2tex_reverse_num1,SO2 transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
SO2tex_reverse_num2,SO2 transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
SO2tex_reverse_num3,SO2 transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
SO2tex_reverse_num4,SO2 transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ACSERtex_reverse_num1,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ACSERtex_reverse_num2,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ACSERtex_reverse_num3,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
ACSERtex_reverse_num4,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
IPDDI_reverse,Isopentenyl-diphosphate D-isomerase,b2889,1,20.508026799999993
DURADx_reverse,Dihydrouracil dehydrogenase (NAD),b2147 and b2146,2 and 2 ,45.068398399999985 and 44.32896830000007
ECOAH7_reverse_num1,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),b2341,1,77.0712984000004
ECOAH7_reverse_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),b3846,2 ,79.59295340000031
LDH_D_reverse,D-lactate dehydrogenase,b1380,4,36.53437890000004
ALAALAtex_reverse_num1,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ALAALAtex_reverse_num2,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ALAALAtex_reverse_num3,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ALAALAtex_reverse_num4,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
T2DECAI_reverse,Trans-2-decenoyl-ACP isomerase,b0954,2,18.9688386
MALtex_reverse_num1,Malate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MALtex_reverse_num2,Malate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MALtex_reverse_num3,Malate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MALtex_reverse_num4,Malate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
NO3tex_reverse_num1,Nitrate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
NO3tex_reverse_num2,Nitrate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
NO3tex_reverse_num3,Nitrate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
NO3tex_reverse_num4,Nitrate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
HEXt2rpp_reverse,"Hexanoate transport via proton symport, reversible (periplasm)",b2223,1,47.52718760000007
CLPNS180pp_reverse_num1,"Cardiolipin synthase (periplasmic, n-C18:0)",b1249,1,54.82172320000008
CLPNS180pp_reverse_num2,"Cardiolipin synthase (periplasmic, n-C18:0)",b0789,1 ,47.63291480000005
CLPNS181pp_reverse_num1,"Cardiolipin synthase (periplasmic, n-C18:1)",b1249,1,54.82172320000008
CLPNS181pp_reverse_num2,"Cardiolipin synthase (periplasmic, n-C18:1)",b0789,1 ,47.63291480000005
CLPNS120pp_reverse_num1,"Cardiolipin synthase (periplasmic, n-C12:0)",b0789,1,47.63291480000005
CLPNS120pp_reverse_num2,"Cardiolipin synthase (periplasmic, n-C12:0)",b1249,1 ,54.82172320000008
CLPNS160pp_reverse_num1,"Cardiolipin synthase (periplasmic, n-C16:0)",b0789,1,47.63291480000005
CLPNS160pp_reverse_num2,"Cardiolipin synthase (periplasmic, n-C16:0)",b1249,1 ,54.82172320000008
CLPNS161pp_reverse_num1,"Cardiolipin synthase (periplasmic, n-C16:1)",b1249,1,54.82172320000008
CLPNS161pp_reverse_num2,"Cardiolipin synthase (periplasmic, n-C16:1)",b0789,1 ,47.63291480000005
HPYRI_reverse,Hydroxypyruvate isomerase,b0508,2,29.377108600000014
GSNtex_reverse_num1,Guanosine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GSNtex_reverse_num2,Guanosine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GSNtex_reverse_num3,Guanosine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GSNtex_reverse_num4,Guanosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
FORtex_reverse_num1,Formate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
FORtex_reverse_num2,Formate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
FORtex_reverse_num3,Formate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
FORtex_reverse_num4,Formate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
D_LACt2pp_reverse_num1,D-lactate transport via proton symport (periplasm),b3603,1,59.167439600000165
D_LACt2pp_reverse_num2,D-lactate transport via proton symport (periplasm),b2975,1 ,58.91941700000013
RIBtex_reverse_num1,Ribose transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
RIBtex_reverse_num2,Ribose transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
RIBtex_reverse_num3,Ribose transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
RIBtex_reverse_num4,Ribose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
THMtex_reverse_num1,Thiamine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
THMtex_reverse_num2,Thiamine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
THMtex_reverse_num3,Thiamine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
THMtex_reverse_num4,Thiamine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
XYLUtex_reverse_num1,L-xylulose transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
XYLUtex_reverse_num2,L-xylulose transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
XYLUtex_reverse_num3,L-xylulose transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
XYLUtex_reverse_num4,L-xylulose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ALLtex_reverse_num1,Allose transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ALLtex_reverse_num2,Allose transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ALLtex_reverse_num3,Allose transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ALLtex_reverse_num4,Allose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
34dhpactex_reverse_num1,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
34dhpactex_reverse_num2,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
34dhpactex_reverse_num3,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
34dhpactex_reverse_num4,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
23DAPPAtex_reverse_num1,"2,3-diaminopropionate transport via diffusion",b1377,1,41.219343300000034
23DAPPAtex_reverse_num2,"2,3-diaminopropionate transport via diffusion",b0241,3,38.92151909999999
23DAPPAtex_reverse_num3,"2,3-diaminopropionate transport via diffusion",b0929,3,39.3327982
23DAPPAtex_reverse_num4,"2,3-diaminopropionate transport via diffusion",b2215,3 ,40.36758979999997
PHEt2rpp_reverse_num1,L-phenylalanine reversible transport via proton symport (periplasm),b0576,1,50.67669480000006
PHEt2rpp_reverse_num2,L-phenylalanine reversible transport via proton symport (periplasm),b0112,1 ,49.689540700000045
