,name,gene_reaction_rule,subunit_mw,subunit_num
DMSOtex_reverse_num4,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
DURItex_reverse,Deoxyuridine transport via diffusion (extracellular to periplasm),b0411,33.58902,1
FRUtex_reverse_num1,D-fructose transport via diffusion (extracellular to periplasm),b1377,41.21985,1
FRUtex_reverse_num2,D-fructose transport via diffusion (extracellular to periplasm),b0241,38.922,3
FRUtex_reverse_num3,D-fructose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
FRUtex_reverse_num4,D-fructose transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
FUCtex_reverse_num1,L-fucose transport via diffusion (extracellular to periplasm),b1377,41.21985,1
FUCtex_reverse_num2,L-fucose transport via diffusion (extracellular to periplasm),b0241,38.922,3
FUCtex_reverse_num3,L-fucose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
FUCtex_reverse_num4,L-fucose transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
FUMtex_reverse_num1,Fumarate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
FUMtex_reverse_num2,Fumarate transport via diffusion (extracellular to periplasm),b0241,38.922,3
FUMtex_reverse_num3,Fumarate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
FUMtex_reverse_num4,Fumarate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ACACT5r_reverse_num1,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),b3845,40.8762,2
ACACT5r_reverse_num2,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),b2342,46.5305 ,1 
FE2tex_reverse_num1,Iron (II) transport via diffusion (extracellular to periplasm),b0241,38.922,3
FE2tex_reverse_num2,Iron (II) transport via diffusion (extracellular to periplasm),b1377,41.21985,1
FE2tex_reverse_num3,Iron (II) transport via diffusion (extracellular to periplasm),b2215,40.36812,3
FE2tex_reverse_num4,Iron (II) transport via diffusion (extracellular to periplasm),b0929,39.33331 ,3 
NMNtex_reverse_num1,NMN transport via diffusion (extracellular to periplasm),b1377,41.21985,1
NMNtex_reverse_num2,NMN transport via diffusion (extracellular to periplasm),b0241,38.922,3
NMNtex_reverse_num3,NMN transport via diffusion (extracellular to periplasm),b0929,39.33331,3
NMNtex_reverse_num4,NMN transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
NO2tex_reverse_num1,Nitrite transport via diffusion (extracellular to periplasm),b1377,41.21985,1
NO2tex_reverse_num2,Nitrite transport via diffusion (extracellular to periplasm),b0241,38.922,3
NO2tex_reverse_num3,Nitrite transport via diffusion (extracellular to periplasm),b0929,39.33331,3
NO2tex_reverse_num4,Nitrite transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
MTHFC_reverse,Methenyltetrahydrofolate cyclohydrolase,b0529,31.04375,2
MTHFD_reverse,Methylenetetrahydrofolate dehydrogenase (NADP),b0529,31.04375,2
BUTt2rpp_reverse,"Butyrate transport via proton symport, reversible (periplasm)",b2223,47.52771,1
GDPtex_reverse_num1,GDP transport via diffusion (extracellular to periplasm),b2215,40.36812,3
GDPtex_reverse_num2,GDP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
GDPtex_reverse_num3,GDP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
GDPtex_reverse_num4,GDP transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
TMAtex_reverse_num1,Trimethylamine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TMAtex_reverse_num2,Trimethylamine transport via diffusion (extracellular to periplasm),b0241,38.922,3
TMAtex_reverse_num3,Trimethylamine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TMAtex_reverse_num4,Trimethylamine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
TMAOtex_reverse_num1,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TMAOtex_reverse_num2,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b0241,38.922,3
TMAOtex_reverse_num3,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TMAOtex_reverse_num4,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
TREtex_reverse_num1,Trehalose transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TREtex_reverse_num2,Trehalose transport via diffusion (extracellular to periplasm),b0241,38.922,3
TREtex_reverse_num3,Trehalose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TREtex_reverse_num4,Trehalose transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ACACT6r_reverse_num1,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),b2342,46.5305,1
ACACT6r_reverse_num2,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),b3845,40.8762 ,2 
TRPtex_reverse_num1,L-tryptophan transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TRPtex_reverse_num2,L-tryptophan transport via diffusion (extracellular to periplasm),b0241,38.922,3
TRPtex_reverse_num3,L-tryptophan transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TRPtex_reverse_num4,L-tryptophan transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
TSULtex_reverse_num1,Thiosulfate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TSULtex_reverse_num2,Thiosulfate transport via diffusion (extracellular to periplasm),b0241,38.922,3
TSULtex_reverse_num3,Thiosulfate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TSULtex_reverse_num4,Thiosulfate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
TYRtex_reverse_num1,L-tyrosine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TYRtex_reverse_num2,L-tyrosine transport via diffusion (extracellular to periplasm),b0241,38.922,3
TYRtex_reverse_num3,L-tyrosine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
TYRtex_reverse_num4,L-tyrosine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
URAtex_reverse_num1,Uracil transport via diffusion (extracellular to periplasm),b1377,41.21985,1
URAtex_reverse_num2,Uracil transport via diffusion (extracellular to periplasm),b0241,38.922,3
URAtex_reverse_num3,Uracil transport via diffusion (extracellular to periplasm),b0929,39.33331,3
URAtex_reverse_num4,Uracil transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
UREAtex_reverse_num1,Urea transport via diffusion (extracellular to periplasm),b1377,41.21985,1
UREAtex_reverse_num2,Urea transport via diffusion (extracellular to periplasm),b0241,38.922,3
UREAtex_reverse_num3,Urea transport via diffusion (extracellular to periplasm),b0929,39.33331,3
UREAtex_reverse_num4,Urea transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
URItex_reverse,Uridine transport via diffusion (extracellular to periplasm),b0411,33.58902,1
VALtex_reverse_num1,L-valine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
VALtex_reverse_num2,L-valine transport via diffusion (extracellular to periplasm),b0241,38.922,3
VALtex_reverse_num3,L-valine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
VALtex_reverse_num4,L-valine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
XANtex_reverse_num1,Xanthine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
XANtex_reverse_num2,Xanthine transport via diffusion (extracellular to periplasm),b0241,38.922,3
XANtex_reverse_num3,Xanthine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
XANtex_reverse_num4,Xanthine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
XYLtex_reverse_num1,D-xylose transport via diffusion (extracellular to periplasm),b1377,41.21985,1
XYLtex_reverse_num2,D-xylose transport via diffusion (extracellular to periplasm),b0241,38.922,3
XYLtex_reverse_num3,D-xylose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
XYLtex_reverse_num4,D-xylose transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ABUTtex_reverse_num1,4-aminobutyrate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ABUTtex_reverse_num2,4-aminobutyrate transport via diffusion (extracellular to periplasm),b0241,38.922,3
ABUTtex_reverse_num3,4-aminobutyrate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ABUTtex_reverse_num4,4-aminobutyrate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
GGGABADr_reverse,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,b1300,53.41863,1
MALTATr_reverse,Maltose O-acetyltransferase,b0459,20.09599,3
23CAMPtex_reverse_num1,23cAMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
23CAMPtex_reverse_num2,23cAMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
23CAMPtex_reverse_num3,23cAMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
23CAMPtex_reverse_num4,23cAMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
23CCMPtex_reverse_num1,23cCMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
23CCMPtex_reverse_num2,23cCMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
23CCMPtex_reverse_num3,23cCMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
23CCMPtex_reverse_num4,23cCMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
23CUMPtex_reverse_num1,23cUMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
23CUMPtex_reverse_num2,23cUMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
23CUMPtex_reverse_num3,23cUMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
23CUMPtex_reverse_num4,23cUMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
23CGMPtex_reverse_num1,23cGMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
23CGMPtex_reverse_num2,23cGMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
23CGMPtex_reverse_num3,23cGMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
23CGMPtex_reverse_num4,23cGMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
3AMPtex_reverse_num1,3AMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
3AMPtex_reverse_num2,3AMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
3AMPtex_reverse_num3,3AMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
3AMPtex_reverse_num4,3AMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
3CMPtex_reverse_num1,3CMP transport via diffusion (extracellular to periplasm),b1377,41.21985,1
3CMPtex_reverse_num2,3CMP transport via diffusion (extracellular to periplasm),b0241,38.922,3
3CMPtex_reverse_num3,3CMP transport via diffusion (extracellular to periplasm),b0929,39.33331,3
3CMPtex_reverse_num4,3CMP transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
ALAGLUE_reverse,L-alanyl-gamma-glutamate epimerase,b1325,34.67401,1
ETHSO3tex_reverse_num1,Ethanesulfonate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
ETHSO3tex_reverse_num2,Ethanesulfonate transport via diffusion (extracellular to periplasm),b0241,38.922,3
ETHSO3tex_reverse_num3,Ethanesulfonate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
ETHSO3tex_reverse_num4,Ethanesulfonate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
BUTSO3tex_reverse_num1,Butanesulfonate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
BUTSO3tex_reverse_num2,Butanesulfonate transport via diffusion (extracellular to periplasm),b0241,38.922,3
BUTSO3tex_reverse_num3,Butanesulfonate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
BUTSO3tex_reverse_num4,Butanesulfonate transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
LIPOtex_reverse_num1,Lipoate transport via diffusion (extracellular to periplasm),b0929,39.33331,3
LIPOtex_reverse_num2,Lipoate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
LIPOtex_reverse_num3,Lipoate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
LIPOtex_reverse_num4,Lipoate transport via diffusion (extracellular to periplasm),b0241,38.922 ,3 
GALBDtex_reverse_num1,Beta D-galactose transport via diffusion (extracellular to periplasm),b0929,39.33331,3
GALBDtex_reverse_num2,Beta D-galactose transport via diffusion (extracellular to periplasm),b2215,40.36812,3
GALBDtex_reverse_num3,Beta D-galactose transport via diffusion (extracellular to periplasm),b0241,38.922,3
GALBDtex_reverse_num4,Beta D-galactose transport via diffusion (extracellular to periplasm),b1377,41.21985 ,1 
SULFACtex_reverse_num1,Sulfoaceate transport via diffusion (extracellular to periplasm),b0241,38.922,3
SULFACtex_reverse_num2,Sulfoaceate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
SULFACtex_reverse_num3,Sulfoaceate transport via diffusion (extracellular to periplasm),b2215,40.36812,3
SULFACtex_reverse_num4,Sulfoaceate transport via diffusion (extracellular to periplasm),b0929,39.33331 ,3 
NOtex_reverse_num1,Nitric oxide transport via diffusion (extracellular to periplasm),b1377,41.21985,1
NOtex_reverse_num2,Nitric oxide transport via diffusion (extracellular to periplasm),b0241,38.922,3
NOtex_reverse_num3,Nitric oxide transport via diffusion (extracellular to periplasm),b0929,39.33331,3
NOtex_reverse_num4,Nitric oxide transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
N2Otex_reverse_num1,Nitrious oxide transport via diffusion (extracellular to periplasm),b1377,41.21985,1
N2Otex_reverse_num2,Nitrious oxide transport via diffusion (extracellular to periplasm),b0241,38.922,3
N2Otex_reverse_num3,Nitrious oxide transport via diffusion (extracellular to periplasm),b0929,39.33331,3
N2Otex_reverse_num4,Nitrious oxide transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
CRNt2rpp_reverse,L-carnitine outward transport (H+ antiport),b4111,54.84582,2
CRNDt2rpp_reverse,D-carnitine outward transport (H+ antiport),b4111,54.84582,2
CTBTt2rpp_reverse,Cronobetaine outward transport (H+ antiport),b4111,54.84582,2
PEAMNtex_reverse_num1,Phenethylamine transport via diffusion (extracellular to periplasm),b1377,41.21985,1
PEAMNtex_reverse_num2,Phenethylamine transport via diffusion (extracellular to periplasm),b0241,38.922,3
PEAMNtex_reverse_num3,Phenethylamine transport via diffusion (extracellular to periplasm),b0929,39.33331,3
PEAMNtex_reverse_num4,Phenethylamine transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
PACALDtex_reverse_num1,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),b1377,41.21985,1
PACALDtex_reverse_num2,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),b0241,38.922,3
PACALDtex_reverse_num3,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),b0929,39.33331,3
PACALDtex_reverse_num4,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
CYANtex_reverse_num1,Cyanide transport via diffusion (extracellular to periplasm),b1377,41.21985,1
CYANtex_reverse_num2,Cyanide transport via diffusion (extracellular to periplasm),b0241,38.922,3
CYANtex_reverse_num3,Cyanide transport via diffusion (extracellular to periplasm),b0929,39.33331,3
CYANtex_reverse_num4,Cyanide transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
SO3tex_reverse_num1,Sulfite transport via diffusion (extracellular to periplasm),b1377,41.21985,1
SO3tex_reverse_num2,Sulfite transport via diffusion (extracellular to periplasm),b0241,38.922,3
SO3tex_reverse_num3,Sulfite transport via diffusion (extracellular to periplasm),b0929,39.33331,3
SO3tex_reverse_num4,Sulfite transport via diffusion (extracellular to periplasm),b2215,40.36812 ,3 
TCYNTtex_reverse_num1,Thiocyanate transport via diffusion (extracellular to periplasm),b1377,41.21985,1
TCYNTtex_reverse_num2,Thiocyanate transport via diffusion (extracellular to periplasm),b0241,38.922,3
