gene,GO,GO_fun,namespcae
b4142,GO:1990220,GroEL-GroES complex,cellular_component
b4143,GO:0005829,cytosol,cellular_component
b4143,GO:0016020,membrane,cellular_component
b4143,GO:1990220,GroEL-GroES complex,cellular_component
b3859,GO:0005737,"cytoplasm,",cellular_component
b0481,GO:0005829,"cytosol,",cellular_component
b1484,GO:0005886,"plasma membrane,",cellular_component
b1483,GO:0005886,"plasma membrane,",cellular_component
b1487,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b1487,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
b1486,GO:0005886,plasma membrane,cellular_component
b1486,GO:0005887,integral component of plasma membrane,cellular_component
b1485,GO:0005886,plasma membrane,cellular_component
b1485,GO:0005887,integral component of plasma membrane,cellular_component
b0200,GO:0005829,"cytosol,",cellular_component
b2913,GO:0005829,"cytosol,",cellular_component
b1488,GO:0005618,cell wall,cellular_component
b1488,GO:0005737,cytoplasm,cellular_component
b0381,GO:0005829,"cytosol,",cellular_component
b4208,GO:0005886,plasma membrane,cellular_component
b4208,GO:0005887,integral component of plasma membrane,cellular_component
b0092,GO:0005829,"cytosol,",cellular_component
b0632,GO:0005887,"integral component of plasma membrane,",cellular_component
b3182,GO:0030288,"outer membrane-bounded periplasmic space,",cellular_component
b0839,GO:0005887,"integral component of plasma membrane,",cellular_component
b2010,GO:0005887,"integral component of plasma membrane,",cellular_component
b2134,GO:0005887,integral component of plasma membrane,cellular_component
b2134,GO:0042597,periplasmic space,cellular_component
b0376,GO:0005886,"plasma membrane,",cellular_component
b4087,GO:0005886,"plasma membrane,",cellular_component
b4088,GO:0005886,plasma membrane,cellular_component
b4088,GO:0016020,membrane,cellular_component
b4088,GO:0016021,integral component of membrane,cellular_component
b4088,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b4086,GO:0005886,plasma membrane,cellular_component
b4086,GO:0016021,integral component of membrane,cellular_component
b1189,GO:0005886,"plasma membrane,",cellular_component
b3197,GO:0005737,"cytoplasm,",cellular_component
b2708,GO:0005737,"cytoplasm,",cellular_component
b1919,GO:0005737,cytoplasm,cellular_component
b1919,GO:0005829,cytosol,cellular_component
b2303,GO:0005829,"cytosol,",cellular_component
b2927,GO:0005829,"cytosol,",cellular_component
b3691,GO:0005886,plasma membrane,cellular_component
b3691,GO:0016021,integral component of membrane,cellular_component
b2943,GO:0005886,plasma membrane,cellular_component
b2943,GO:0005887,integral component of plasma membrane,cellular_component
b1780,GO:0005829,"cytosol,",cellular_component
b2133,GO:0005886,plasma membrane,cellular_component
b2133,GO:0005887,integral component of plasma membrane,cellular_component
b2133,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,cellular_component
b1800,GO:0005737,"cytoplasm,",cellular_component
b3749,GO:0043190,"ATP-binding cassette (ABC) transporter complex,",cellular_component
b3751,GO:0005886,plasma membrane,cellular_component
b3751,GO:0016020,membrane,cellular_component
b3751,GO:0016021,integral component of membrane,cellular_component
b3751,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b3750,GO:0005886,plasma membrane,cellular_component
b3750,GO:0016021,integral component of membrane,cellular_component
b3748,GO:0005829,"cytosol,",cellular_component
b3386,GO:0005829,"cytosol,",cellular_component
b0222,GO:0005737,cytoplasm,cellular_component
b0222,GO:0005829,cytosol,cellular_component
b2366,GO:0005737,cytoplasm,cellular_component
b2366,GO:0005829,cytosol,cellular_component
b2365,GO:0005886,plasma membrane,cellular_component
b2365,GO:0005887,integral component of plasma membrane,cellular_component
b2873,GO:0005737,"cytoplasm,",cellular_component
b3887,GO:0005737,"cytoplasm,",cellular_component
b3567,GO:0043190,"ATP-binding cassette (ABC) transporter complex,",cellular_component
b3568,GO:0005886,plasma membrane,cellular_component
b3568,GO:0016021,integral component of membrane,cellular_component
b3565,GO:0005737,"cytoplasm,",cellular_component
b3566,GO:0030288,"outer membrane-bounded periplasmic space,",cellular_component
b4031,GO:0005886,plasma membrane,cellular_component
b4031,GO:0005887,integral component of plasma membrane,cellular_component
b0198,GO:0005886,plasma membrane,cellular_component
b0198,GO:0016021,integral component of membrane,cellular_component
b0199,GO:0009276,Gram-negative-bacterium-type cell wall,cellular_component
b0199,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
b0197,GO:0005886,"plasma membrane,",cellular_component
b0550,GO:0048476,"Holliday junction resolvase complex,",cellular_component
b0543,GO:0005886,plasma membrane,cellular_component
b0543,GO:0005887,integral component of plasma membrane,cellular_component
b0543,GO:0016020,membrane,cellular_component
b0543,GO:0016021,integral component of membrane,cellular_component
b0565,GO:0009279,cell outer membrane,cellular_component
b0565,GO:0016021,integral component of membrane,cellular_component
b0565,GO:0031230,intrinsic component of cell outer membrane,cellular_component
b0546,GO:0005829,"cytosol,",cellular_component
b0557,GO:0005886,plasma membrane,cellular_component
b0557,GO:0009279,cell outer membrane,cellular_component
b0557,GO:0031225,anchored component of membrane,cellular_component
b4510,GO:0009279,"cell outer membrane,",cellular_component
b0537,GO:0005829,"cytosol,",cellular_component
b4210,GO:0005886,plasma membrane,cellular_component
b4210,GO:0016021,integral component of membrane,cellular_component
b4187,GO:0005737,"cytoplasm,",cellular_component
b2669,GO:0005829,cytosol,cellular_component
b2669,GO:0009295,nucleoid,cellular_component
b4362,GO:0005634,nucleus,cellular_component
b4362,GO:1990077,primosome complex,cellular_component
b4361,GO:1990077,"primosome complex,",cellular_component
b3393,GO:0005886,plasma membrane,cellular_component
b3393,GO:0016021,integral component of membrane,cellular_component
b3394,GO:0005886,plasma membrane,cellular_component
b3394,GO:0016021,integral component of membrane,cellular_component
b3391,GO:0009279,"cell outer membrane,",cellular_component
b1848,GO:0005829,"cytosol,",cellular_component
b2231,GO:0005694,chromosome,cellular_component
b2231,GO:0005737,cytoplasm,cellular_component
b2231,GO:0005829,cytosol,cellular_component
b2231,GO:0009295,nucleoid,cellular_component
b2231,GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),cellular_component
b2231,GO:0016020,membrane,cellular_component
b2009,GO:0005737,"cytoplasm,",cellular_component
b3699,GO:0005694,chromosome,cellular_component
b3699,GO:0005737,cytoplasm,cellular_component
b3699,GO:0005829,cytosol,cellular_component
b3699,GO:0009295,nucleoid,cellular_component
b3699,GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),cellular_component
b0962,GO:0005829,cytosol,cellular_component
b0962,GO:0033202,DNA helicase complex,cellular_component
b3778,GO:0043600,"cytoplasmic replisome,",cellular_component
b2411,GO:0005829,"cytosol,",cellular_component
b3647,GO:0005829,"cytosol,",cellular_component
b4349,GO:0005829,"cytosol,",cellular_component
b0184,GO:0005737,cytoplasm,cellular_component
b0184,GO:0005829,cytosol,cellular_component
b0184,GO:0044776,"DNA polymerase III, core complex",cellular_component
b0215,GO:0044776,"DNA polymerase III, core complex,",cellular_component
b3701,GO:0005829,cytosol,cellular_component
b3701,GO:0009360,DNA polymerase III complex,cellular_component
b4259,GO:0043847,"DNA polymerase III, clamp loader chi/psi subcomplex,",cellular_component
b1099,GO:0009360,"DNA polymerase III complex,",cellular_component
b0640,GO:0009360,"DNA polymerase III complex,",cellular_component
b1842,GO:0005829,cytosol,cellular_component
b1842,GO:0044776,"DNA polymerase III, core complex",cellular_component
b0470,GO:0043846,"DNA polymerase III, clamp loader complex,",cellular_component
b0231,GO:0005737,"cytoplasm,",cellular_component
b3066,GO:0005737,cytoplasm,cellular_component
b3066,GO:1990077,primosome complex,cellular_component
b2699,GO:0005829,"cytosol,",cellular_component
b1274,GO:0005694,chromosome,cellular_component
b1274,GO:0005829,cytosol,cellular_component
b1763,GO:0005829,"cytosol,",cellular_component
b3019,GO:0005694,chromosome,cellular_component
b3019,GO:0005737,cytoplasm,cellular_component
b3019,GO:0005829,cytosol,cellular_component
b3019,GO:0009295,nucleoid,cellular_component
b3019,GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),cellular_component
b3019,GO:0019897,extrinsic component of plasma membrane,cellular_component
b3030,GO:0005694,chromosome,cellular_component
b3030,GO:0005829,cytosol,cellular_component
b3030,GO:0009295,nucleoid,cellular_component
b3030,GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),cellular_component
b0890,GO:0005886,plasma membrane,cellular_component
b0890,GO:0005887,integral component of plasma membrane,cellular_component
b0890,GO:0016020,membrane,cellular_component
b0439,GO:0005737,cytoplasm,cellular_component
b0439,GO:0005829,cytosol,cellular_component
b0471,GO:0005829,cytosol,cellular_component
b0471,GO:0043590,bacterial nucleoid,cellular_component
b3813,GO:0005829,"cytosol,",cellular_component
b2945,GO:0042597,"periplasmic space,",cellular_component
b3858,GO:0005829,"cytosol,",cellular_component
b3233,GO:0005829,cytosol,cellular_component
b3233,GO:0005887,integral component of plasma membrane,cellular_component
b1279,GO:0005886,plasma membrane,cellular_component
b1279,GO:0005887,integral component of plasma membrane,cellular_component
b1036,GO:0005886,plasma membrane,cellular_component
b1036,GO:0016021,integral component of membrane,cellular_component
b0321,GO:0005886,plasma membrane,cellular_component
b0321,GO:0016021,integral component of membrane,cellular_component
b0580,GO:0005886,plasma membrane,cellular_component
b0580,GO:0016021,integral component of membrane,cellular_component
b3037,GO:0009279,"cell outer membrane,",cellular_component
b4364,GO:0005886,plasma membrane,cellular_component
b4364,GO:0016021,integral component of membrane,cellular_component
b4332,GO:0005886,plasma membrane,cellular_component
b4332,GO:0016021,integral component of membrane,cellular_component
b3964,GO:0005886,plasma membrane,cellular_component
b3964,GO:0016021,integral component of membrane,cellular_component
b0287,GO:0005886,plasma membrane,cellular_component
b0287,GO:0016021,integral component of membrane,cellular_component
b0458,GO:0005886,plasma membrane,cellular_component
b0458,GO:0016021,integral component of membrane,cellular_component
b3050,GO:0005886,plasma membrane,cellular_component
b3050,GO:0016021,integral component of membrane,cellular_component
b3099,GO:0005886,plasma membrane,cellular_component
b3099,GO:0016021,integral component of membrane,cellular_component
b4188,GO:0042597,"periplasmic space,",cellular_component
b0802,GO:0042597,"periplasmic space,",cellular_component
b3471,GO:0005886,plasma membrane,cellular_component
b3471,GO:0016021,integral component of membrane,cellular_component
b3242,GO:0005886,plasma membrane,cellular_component
b3242,GO:0016021,integral component of membrane,cellular_component
b1643,GO:0005886,plasma membrane,cellular_component
b1643,GO:0016021,integral component of membrane,cellular_component
b1088,GO:0005829,"cytosol,",cellular_component
b3676,GO:0005886,plasma membrane,cellular_component
b3676,GO:0016021,integral component of membrane,cellular_component
b0354,GO:0005829,"cytosol,",cellular_component
b4176,GO:0005886,plasma membrane,cellular_component
b4176,GO:0016021,integral component of membrane,cellular_component
b2230,GO:0005829,"cytosol,",cellular_component
b3086,GO:0005886,plasma membrane,cellular_component
b3086,GO:0016021,integral component of membrane,cellular_component
b2144,GO:0005886,plasma membrane,cellular_component
b2144,GO:0016021,integral component of membrane,cellular_component
b4121,GO:0005886,plasma membrane,cellular_component
b4121,GO:0016021,integral component of membrane,cellular_component
b1273,GO:0005829,"cytosol,",cellular_component
b1839,GO:0005829,"cytosol,",cellular_component
b1446,GO:0005829,"cytosol,",cellular_component
b1332,GO:0005886,plasma membrane,cellular_component
b1332,GO:0016021,integral component of membrane,cellular_component
b2145,GO:0016021,"integral component of membrane,",cellular_component
b1295,GO:0005829,"cytosol,",cellular_component
b2332,GO:0005829,"cytosol,",cellular_component
b2377,GO:0005886,plasma membrane,cellular_component
b2377,GO:0016021,integral component of membrane,cellular_component
b1445,GO:0005887,"integral component of plasma membrane,",cellular_component
b1626,GO:0005886,plasma membrane,cellular_component
b1626,GO:0016021,integral component of membrane,cellular_component
b0858,GO:0005886,plasma membrane,cellular_component
b0858,GO:0016021,integral component of membrane,cellular_component
b3817,GO:0005886,"plasma membrane,",cellular_component
b3537,GO:0005886,plasma membrane,cellular_component
b3537,GO:0016021,integral component of membrane,cellular_component
b0380,GO:0005886,plasma membrane,cellular_component
b0380,GO:0016021,integral component of membrane,cellular_component
b0379,GO:0005886,plasma membrane,cellular_component
b0379,GO:0016021,integral component of membrane,cellular_component
b2668,GO:0005887,"integral component of plasma membrane,",cellular_component
b0961,GO:0005886,plasma membrane,cellular_component
b0961,GO:0016021,integral component of membrane,cellular_component
b3538,GO:0005886,plasma membrane,cellular_component
b3538,GO:0016021,integral component of membrane,cellular_component
b0952,GO:0005886,"plasma membrane,",cellular_component
b3587,GO:0005886,plasma membrane,cellular_component
b3587,GO:0016021,integral component of membrane,cellular_component
b3598,GO:0005886,"plasma membrane,",cellular_component
b2749,GO:0005886,plasma membrane,cellular_component
b2749,GO:0016021,integral component of membrane,cellular_component
b1122,GO:0005886,plasma membrane,cellular_component
b1122,GO:0016021,integral component of membrane,cellular_component
b4363,GO:0005886,plasma membrane,cellular_component
b4363,GO:0016021,integral component of membrane,cellular_component
b3402,GO:0005886,plasma membrane,cellular_component
b3402,GO:0016021,integral component of membrane,cellular_component
b3999,GO:0005829,"cytosol,",cellular_component
b2152,GO:0005886,plasma membrane,cellular_component
b2152,GO:0016021,integral component of membrane,cellular_component
b0468,GO:0005886,plasma membrane,cellular_component
b0468,GO:0016021,integral component of membrane,cellular_component
